SMILES,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT,logS
CC(=O)c1ccc2ccccc2c1,170.211,3.0424,53.9525,13,1,0,1,1,64,2,0,0,2,17.07,77.0044739800692,2.68603466387699,457.386059528706,-2.7964187192
[Na+].[Na+].Nc1ccc(N=Nc2ccc(N[S](=O)(=O)c3ccc(cc3)N=Nc4c(O)c5c(N)c(N=Nc6ccc(cc6)[N+]([O-])=O)c(cc5cc4[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc2)c(N)c1,905.821,1.0634,210.5353,61,20,5,27,12,302,6,0,0,6,376.16,389.543368916218,4.0959902295179e-06,3103.84129894307,-0.5256786207
CC(Cl)CCl,112.987,1.8525,26.035,5,0,0,2,1,32,0,0,0,0,0,42.0756677103861,2.53953886135939,18.8547529722733,-1.6216647134
CCNc1ccccc1,121.183,2.1184,40.6057,9,1,1,1,2,48,1,0,0,1,12.03,55.7111495318982,2.61489994009295,157.478420765621,-1.6520779355
CC(C)CCOCCC(C)C,158.285,3.0952,49.729,11,1,0,1,6,68,0,0,0,0,9.23,71.1372752869059,2.90920509548874,66.9419624661572,-3.7601070667
[Na+].CN(c1ccccc1)[S](=O)(=O)C2=CC(=O)C3=C(NNc4ccc(NC(=O)CCl)cc4[S]([O-])(=O)=O)C(=N)C=CC3=C2,626.048,-0.608629999999997,149.3438,41,10,4,16,9,208,2,0,2,4,188.66,262.956699569586,4.62248925629688e-06,1770.09571132003,-4.3588570696
Cc1ccc(Cl)c(Cl)c1,161.031,3.30182,41.199,9,0,0,2,0,48,1,0,0,1,0,64.4028776876569,3.17167803044092,218.156177599934,-3.7755457257
COc1cc(c(OC)cc1N)[S](=O)(=O)Nc2ccccc2,308.359,2.0868,81.2089,21,5,2,7,5,112,2,0,0,2,90.65,123.096000786404,2.48341500964683,730.139269116142,-4.0576928644
CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O,308.333,3.6096,87.7318,23,4,1,4,4,116,3,0,0,3,67.51,132.552025091175,2.25862532402114,909.550972694472,-3.0625087471
[H+].[Cl-].CC1=CC(C=CC1=N)=C(c2ccc(N)cc2)c3ccc(N)cc3,337.854,1.30527,99.4665,24,3,3,4,2,122,2,0,1,3,75.89,149.336418005987,1.56249943000022e-06,800.014933734561,-2.1054831912
CC(C)CO[P](=O)(OCC(C)C)OCC(C)C,266.318,4.1123,69.9765000000001,17,4,0,5,9,104,0,0,0,0,44.76,105.643860649188,4.29108682312142,200.62102776403,-3.0021546468
COC(=O)c1ccccc1C,150.177,1.78162,42.5185,11,2,0,2,1,58,1,0,0,1,26.3,65.8012967922374,3.03266215580066,266.02017257091,-1.7566476759
CC(C)=C,56.108,1.5824,20.488,4,0,0,0,0,24,0,0,0,0,0,27.1444743388351,2.80303948767405,23.0195500086539,-2.3290690398
CC(=O)OC[C@@H](OC(C)=O)C=C,172.18,0.6672,42.384,12,4,0,4,4,68,0,0,0,0,52.6,71.1543774555228,3.74865807810892,185.496881765362,-0.8176814122
Nc1cccc(O)c1,109.128,0.9744,32.5192,8,2,2,2,0,42,1,0,0,1,46.25,47.5655275687057,3.07766043797055,168.388338914672,-0.6229628479
CCCc1nc(C)c2n1NC(=NC2=O)c3cc(ccc3OCC)[S](=O)(=O)N4CCN(CC)CC4,488.614,2.07042,129.8175,34,8,1,11,8,184,3,1,1,4,112.9,199.16304001362,1.81592318902442,1339.47962946919,-4.8438678664
CCCCCCCC/C=C/CCCCCCCC(=O)NCCCN(C)C,366.634,6.09180000000001,115.6327,26,2,1,3,19,154,0,0,0,0,32.34,163.549592466226,3.20523508815334,326.169507682357,-4.1492593891
Cc1c(Cl)cccc1Cl,161.031,3.30182,41.199,9,0,0,2,0,48,1,0,0,1,0,64.4028776876569,3.2478347337367,197.906177599934,-3.7919361419
O=C1CCCCCCCCCCC1,182.307,3.8602,55.794,13,1,0,1,0,76,0,1,1,1,17.07,81.9093052327068,2.14456000840753,126.059902929692,-3.8458299965
CC(C)=CCCC(C)(O)C#C,152.237,2.117,48.1218,11,1,1,1,3,62,0,0,0,0,20.23,69.12758616927,3.73654477632912,177.539683071851,-1.7720804309
Cc1ccc(cc1[N+]([O-])=O)C(O)=O,181.147,1.60142,44.7927,13,3,1,5,2,68,1,0,0,1,80.44,73.7700189230298,3.26705221236169,372.406818028723,-2.8480980227
COc1ccc(cc1N)[S](O)(=O)=O,203.219,0.5241,47.221,13,4,2,6,2,72,1,0,0,1,89.62,75.8784171704538,3.25819087338132,412.50076079868,-0.8997243446
Oc1ccc(cc1O)C(=O)c2ccccc2,214.22,2.3288,59.6461,16,3,2,3,2,80,2,0,0,2,57.53,92.6034290443934,2.38600058915785,517.955845249042,-2.9226200497
CCN(CCO)c1ccc(cc1)N=Nc2sc3cc(OC)ccc3[n+]2C.CC([O-])=O,430.53,2.7246,115.8248,30,8,1,9,7,160,3,0,0,3,101.43,179.235659012587,7.35256207040489e-07,998.159051632035,-0.2262726911
CCCC1C[C@](C)(CCO1)OC(C)=O.CCCC2C[C@@](C)(CCO2)OC(C)=O,400.556,4.5746,108.106,28,6,0,6,6,164,0,2,2,2,71.06,170.174429394744,2.79999991828572e-07,445.418649643348,-2.2047232328
CCCCC(CC)CN,129.247,2.1615,42.3604,9,1,1,1,5,56,0,0,0,0,26.02,58.6337365256185,3.09224619460239,48.5293250129808,-1.7134804626
Cc1ccc(N)cc1Cl,141.601,2.23062,40.6014,9,1,1,2,0,48,1,0,0,1,26.02,59.439502157788,3.17167803044092,220.156177599934,-1.7531263117
Oc1ccc(c(O)c1)C2=C(O)C(=O)c3c(O)cc(O)cc3O2,302.238,1.988,76.244,22,7,5,7,1,112,3,0,0,3,131.36,122.107669542329,2.40772867094931,956.242682783467,-3.0824090581
CC(c1ccc(O)cc1)(c2ccc(O)cc2)c3ccc(O)cc3,306.361,4.1577,89.8764,23,3,3,3,3,116,3,0,0,3,60.69,134.658177017006,2.21453542901941,676.871693501681,-4.086559757
Cc1ccc(Cl)cc1Cl,161.031,3.30182,41.199,9,0,0,2,0,48,1,0,0,1,0,64.4028776876569,3.17167803044092,218.156177599934,-3.8089694812
COC1OC(CO[S](=O)(=O)c2ccc(C)cc2)C3OC(C)(C)OC13,358.412,1.59172,83.8118000000001,24,7,0,8,5,134,1,2,2,3,80.29,141.471290361784,1.68688125945407,682.882406600586,-4.1564425332
COc1ccccc1C,122.167,2.00362,37.731,9,1,0,1,1,48,1,0,0,1,9.23,55.2748325777971,3.00652400732658,193.514052991601,-2.6890833932
OC(=O)Cc1ccc(Cl)cc1Cl,205.04,2.6205,47.8018,12,1,1,4,2,64,1,0,0,1,37.3,79.7235756542933,2.93480212462999,309.926211966102,-2.9191416399
CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.ClCC3CO3,320.816,4.0477,88.8016,22,3,2,4,3,118,2,1,1,3,52.99,135.683428972721,2.98548994038955e-07,539.234262945916,-5.0291347649
[Zr+4].CCC([O-])=O,164.295,-0.8562,15.298,6,2,0,3,1,30,0,0,0,0,40.13,55.6731486994534,0,44.0578564109699,-2.8232791914
Clc1ccc(cc1)C#N,137.569,2.21168,36.167,9,1,0,2,0,44,1,0,0,1,23.79,58.492191142244,3.05603839622726,232.088217986261,-2.749354496
[O-][N+](=O)c1ccc(Cl)cc1,157.556,2.2482,38.1064,10,2,0,4,1,52,1,0,0,1,43.14,62.3876450688784,3.00340068457982,244.429658376557,-2.8118286729
CC(C)c1ccc(C=O)cc1,148.205,2.6225,45.9185,11,1,0,1,2,58,1,0,0,1,17.07,67.0526936771272,2.90982279990154,233.554619288147,-2.7852565821
CC(=C)C(=O)OCCCCOC(=O)C(C)=C,226.272,2.0052,60.78,16,4,0,4,7,90,0,0,0,0,52.6,95.924542880925,3.41385576689951,261.393885727857,-2.969024542
CCC(=O)c1cccc(Cl)c1,168.623,2.9327,46.0735,11,1,0,2,2,58,1,0,0,1,17.07,70.9910177896122,2.95706403422571,268.02017257091,-1.8467055699
C1OC1COc2ccccc2,150.177,1.4642,41.677,11,2,0,2,3,58,1,1,1,2,21.76,65.7474887681713,1.85119113971616,216.264159293708,-1.7963921827
OC(=O)CCCCCCCC(O)=O,188.223,1.8863,47.5906,13,2,2,4,8,76,0,0,0,0,74.6,77.570299647482,2.99610499791245,146.99763683371,-1.8944614494
O=C1CCCCCCCCCCOCCCCO1,256.386,3.8509,72.5650000000001,18,3,0,3,0,106,0,1,1,1,35.53,111.23122203491,2.11369413569037,183.915394809711,-4.0179591997
CC(C)CCCC(C)CC=O,156.269,3.0378,48.534,11,1,0,1,6,66,0,0,0,0,17.07,70.1852521574428,3.16183372830002,97.045899527805,-3.8064830067
S=C(Nc1ccccc1)Nc2ccccc2,228.32,3.4955,72.7274,16,1,2,3,2,80,2,0,0,2,24.06,100.311944054379,1.95219414779439,410.373514625733,-3.9716884266
C[C@]12CC[C@H]3[C@@H](CCC4=C3CCC(=O)C4)[C@@H]1CCC2=O,272.388,3.8414,77.17,20,2,0,2,0,108,0,2,4,4,34.14,120.553383526358,1.66802576313013,515.511263929483,-4.0549767292
CCCBr,122.993,1.7913,24.085,4,0,0,1,1,26,0,0,0,0,0,35.3366828622641,1.97474487139159,5.24511249783653,-1.7107562487
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,376.468,2.6367,98.4146,27,4,2,5,2,148,0,3,4,4,74.6,159.077551859079,1.77251823855348,742.594809436365,-3.2037371554
[Na+].[O-][S](=O)(=O)c1cccc(c1)N=Nc2ccc(Nc3ccccc3)cc2,375.385,1.7537,94.7479,26,6,1,8,5,126,3,0,0,3,93.95,173.584267192475,2.42999733607803e-06,991.704608809646,-1.2046860906
CNC(=O)N(c1ccccc1)c2ccccc2,226.279,3.1641,69.4787,17,1,1,3,2,86,2,0,0,2,32.34,100.689599508209,2.43143972758904,442.590100887375,-2.9839461582
Nc1ccccc1c2ccccc2,169.227,2.9358,56.2904,13,1,1,1,1,64,2,0,0,2,26.02,77.8283880225737,2.53607044600161,392.879047762157,-2.8611137345
ClCCO[P](=O)(OCCCl)OCC(CCl)(CCl)CO[P](=O)(OCCCl)OCCCl,582.993,5.72140000000001,117.678,29,8,0,16,20,176,0,0,0,0,89.52,200.71864648787,5.15558764389475,449.695939958621,-3.4001753553
OC(=O)C1CCC(CC1)C(O)=O,172.18,0.962,40.7196,12,2,2,4,2,68,0,1,1,1,74.6,70.1995263795561,2.3927770801931,169.234541228695,-0.8723707236
CCc1cccc2c(CCO)c[nH]c12,189.258,2.2651,58.4665,14,1,2,2,3,74,2,0,0,2,36.02,83.5762302820289,2.57284927074366,430.81439173935,-1.9153264103
CCOC(C)OC(C)(CCC=C(C)C)C=C,226.36,4.0766,69.44,16,2,0,2,8,94,0,0,0,0,18.46,100.331382909631,4.19244036459728,228.88984057993,-3.9764017843
O=C(c1ccccc1)c2ccccc2,182.222,2.9176,56.3165,14,1,0,1,2,68,2,0,0,2,17.07,83.0149615400014,2.34863760450971,376.003255415297,-3.882202908
CCCC(=O)OC(C)C1CCCCC1,198.306,3.2985,57.037,14,2,0,2,4,82,0,1,1,1,26.3,87.0228504622137,2.24855112151585,171.160542695647,-3.9207588975
CCC1(CC=C2CCCc3cc(OC)ccc23)C(O)CCC1=O,314.425,3.9252,91.4978,23,3,1,3,4,124,1,1,2,3,46.53,137.908628463553,1.8836686658512,631.773998777931,-4.1227687236
CCC(C)c1ccccc1,134.222,3.2001,45.148,10,0,0,0,2,54,1,0,0,1,0,62.8911715770834,2.7469781885309,176.489615480783,-3.7586078484
[Na+].CC(=O)Nc1cccc(Nc2cc(c(N)c3C(=O)c4ccccc4C(=O)c23)[S]([O-])(=O)=O)c1,473.442,-0.3457,116.153,33,8,3,11,4,162,3,0,1,4,158.49,210.965745832795,3.0624959939638e-06,1436.03884995045,-4.3079108614
CC(=O)OC(C)(C)C1CCC(=CC1)C,196.29,3.0745,56.943,14,2,0,2,2,80,0,0,1,1,26.3,86.3332474300294,2.59883000217627,251.04734401698,-3.931170339
CC(C)=CCC\C(C)=C\CCC(C)(O)C=C,222.372,4.3963,72.4768,16,1,1,1,7,92,0,0,0,0,20.23,100.573865285025,3.87711380670042,265.159538783271,-3.9853522661
CC(=C)C(=O)OCCCCCCOC(=O)C(C)=C,254.326,2.7854,70.014,18,4,0,4,9,102,0,0,0,0,52.6,108.654427109718,3.31620104409413,285.755681117155,-4.0436629248
Nc1ccc(cc1)C(F)(F)F,161.126,2.2876,35.8564,11,1,1,4,0,60,1,0,0,1,26.02,61.632842139685,2.99375478825993,236.857753276127,-2.8473301434
[Cl-].CC[N+](CC)(CC)Cc1ccccc1,227.779,0.0671000000000014,62.0294000000001,15,0,0,2,5,86,1,0,0,1,0,100.108896329621,1.95999927760027e-06,246.233617372847,-0.0072656636
[Na+].[Na+].[O-]C(=O)CCCCCCCCC([O-])=O,246.214,-6.385,46.95,16,4,0,6,9,82,0,0,0,0,80.26,140.762041007303,-8.44999754300074e-07,165.657842846621,-3.0410647254
CCCCOCCOCCOC(=O)C(C)=C,230.304,1.939,62.319,16,4,0,4,10,94,0,0,0,0,44.76,97.5661690425724,3.09693505734756,201.195441211387,-2.0159485066
Oc1ccc(cc1)C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F,336.231,4.5085,69.1036,23,2,2,8,2,124,2,0,0,2,40.46,126.1650035907,2.86168516526374,609.598668898088,-3.1795029693
CC(=O)c1cccc2ccccc12,170.211,3.0424,53.9525,13,1,0,1,1,64,2,0,0,2,17.07,77.0044739800692,2.83097565836767,452.136059528706,-2.8846346488
CC(C)c1ccc(N)cc1,135.21,2.3922,44.9434,10,1,1,1,1,54,1,0,0,1,26.02,61.8661201596995,2.89376278360668,198.473180479413,-1.7858311962
COc1ccc(N)cc1,123.155,1.2774,37.4064,9,2,1,2,1,48,1,0,0,1,35.25,54.2497811604132,2.88155587764614,180.612568537198,-0.7480293677
CCCCCO,88.15,1.1689,26.6108,6,1,1,1,3,38,0,0,0,0,20.23,38.993253237612,2.33909231497629,15.9001345298901,-0.6027996358
COc1ccc(cc1N)[N+]([O-])=O,168.152,1.1856,44.0608,12,4,1,5,2,64,1,0,0,1,78.39,68.902756882913,3.0981803500526,311.519840009536,-1.8832793564
CC(=C)C(=O)OCC=C,126.155,1.2917,35.97,9,2,0,2,3,50,0,0,0,0,26.3,54.8247649793913,3.50840512188436,135.851577161089,-1.7584817871
FC(F)(I)C(F)(F)C(F)(F)C(F)(F)I,453.836,4.3126,47.828,14,0,0,10,3,86,0,0,0,0,0,99.6820368365165,5.30008207760757,188.361618934768,-3.314476262
CC(C)(C)c1cc(CO)cc(c1O)C(C)(C)C,236.355,3.4795,71.4296000000001,17,2,2,2,1,96,1,0,0,1,40.46,104.304349653458,3.5327462243952,370.905600773559,-4.0127821042
CC(C)CCOCCc1ccccc1,192.302,3.2918,60.4200000000001,14,1,0,1,6,78,1,0,0,1,9.23,87.0995431497801,2.0479296193251,228.250695697176,-3.9337357827
Oc1ccc2ccccc2c1C=O,172.183,2.3579,51.0003,13,2,1,2,1,64,2,0,0,2,37.3,75.4337656178686,2.91178449200549,460.596974230187,-3.8935675896
Nc1nc(N)c(N=O)c(N)n1,154.133,-0.3789,40.7242,11,7,3,7,1,58,1,0,0,1,133.27,61.5851031566586,3.35732144745174,273.628911724299,-3.8454729507
ClC\C=C/Cl,110.971,1.9777,25.713,5,0,0,2,1,30,0,0,0,0,0,41.3860646782019,2.62241580799022,31.8743029809272,-1.706753006
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,464.831,5.5497,113.2386,32,4,3,11,5,166,3,0,0,3,92.35,185.111056386237,1.62443760012082,1137.8789445127,-6.6672950838
COCc1ccc(O)c(OC)c1,168.192,1.5472,45.3718,12,3,1,3,3,66,1,0,0,1,38.69,71.5475536738966,2.88865101049053,257.950602423356,-1.8934476814
CCCCCC1COCCC1OC(C)=O,214.305,2.5349,58.622,15,3,0,3,5,88,0,1,1,1,35.53,92.1363956917205,2.31818498642399,191.306253180018,-2.9987958883
Nc1ccc(N=Nc2ccccc2)c(N)c1,212.256,3.2664,65.8848,16,4,2,4,2,80,2,0,0,2,76.76,93.6150565640755,2.24215198653829,505.682139382656,-2.9976655605
COc1ccc(O)c(c1)C(C)(C)C,180.247,2.6983,53.3588,13,2,1,2,1,72,1,0,0,1,29.46,79.1638926731829,3.19170267653076,297.448855483945,-2.9274884417
C1CC(CCN1)N2CCOCC2,170.256,0.0705999999999997,48.2837,12,3,1,3,1,70,0,2,2,2,24.5,74.0703667192622,1.79973251913614,112.490224995673,-2.9027228224
CCO[Si](CC(C)C)(OCC)OCC,220.385,2.6908,60.2770000000001,14,3,0,4,8,86,0,0,0,0,27.69,89.1153385780215,4.36812537962599,122.309250449115,-3.016846171
Oc1cc(C=O)cc(c1O)[N+]([O-])=O,183.119,0.8185,41.8135,13,5,2,6,2,68,1,0,0,1,100.67,72.1993105608292,3.40886592396936,373.390805597719,-1.937833911
CCOC(=O)C(C)(C)c1ccccc1,192.258,2.5273,56.101,14,2,0,2,3,76,1,0,0,1,26.3,84.8961231354273,2.90157870241337,301.357584852598,-3.045838317
Cc1ccc(N)c(c1)[N+]([O-])=O,152.153,1.48542,42.2458,11,3,1,4,1,58,1,0,0,1,69.16,63.7892116534061,3.23220887030549,296.492089776386,-1.860061225
S=C=S,76.145,1.0181,20.189,3,2,0,2,0,16,0,0,0,0,0,29.4568115222393,3.2659863237109,23.7744375108173,-1.5594220963
COC(=O)c1ccccc1,136.15,1.4732,37.7815,10,2,0,2,1,52,1,0,0,1,26.3,59.4363546778408,2.85262792881914,215.959017450552,-1.8117983509
CCCCCCCC(OC)OC,174.284,2.9658,51.182,12,2,0,2,8,74,0,0,0,0,18.46,76.2508205164128,3.06239901671787,79.9077646698008,-2.9180054187
C1CNCCNCCNCCN1,172.276,-1.6416,51.4788,12,4,4,4,0,72,0,1,1,1,48.12,74.4874634095087,2,54.0391000173078,-0.0310204156
C=CCCCCCCCCC=O,168.28,3.4921,53.197,12,1,0,1,9,70,0,0,0,0,17.07,75.8605912396552,2.80732110537049,93.5717400212565,-3.8931862
COC(=O)CCCCCCCCC(=O)OC1CC(C)(C)N(C)C(C)(C)C1.CN2C(C)(C)CC(CC2(C)C)OC(=O)CCCCCCCCC(=O)OC3CC(C)(C)N(C)C(C)(C)C3,878.333999999999,10.9712,250.992999999999,62,11,0,11,21,362,0,3,3,3,114.92,379.354464769414,4.50512778989473e-07,1288.80305267462,-4.6112212345
CC(C)Cc1ccc(cc1)C(C)C(O)=O,206.285,3.0732,61.0348,15,1,1,2,4,82,1,0,0,1,37.3,90.941753772513,2.75903713327015,324.894119002157,-3.9922483547
[Na+].[O-][Cl](=O)(=O)=O,122.439,-7.752,0,6,4,0,6,0,32,0,0,0,0,92.24,58.4253018119016,0,23.0195500086539,-1.7665284956
CCNc1nc(NC(C)C)nc(SC)n1,227.337,1.8456,64.5304,15,6,2,6,5,84,1,0,0,1,62.73,94.5028341412975,2.89174703245098,315.371055404159,-3.0470399572
COc1cccc(c1)C(C)=O,150.177,1.8978,42.9985,11,2,0,2,2,58,1,0,0,1,26.3,65.8012967922374,3.00588921891474,266.02017257091,-1.8691073865
[nH]1cnc2ccccc12,118.139,1.5629,36.0937,9,1,1,2,0,44,2,0,0,2,28.68,52.541876053193,2.9546597902851,280.893936766344,-1.769197233
O=C1NC(=O)NC(=O)N1,129.075,-2.2485,28.3041,9,3,3,6,0,48,1,0,0,1,98.58,47.5749133624678,3.71800925969033,276.803729791386,-1.8076460763
ClCCCN1C(=O)Nc2ccccc12,210.664,1.9585,57.8957,14,2,1,4,3,74,2,0,0,2,37.79,86.3114622099036,2.51048045826434,486.072809740796,-3.0203942687
Clc1ccccn1,113.547,1.735,29.247,7,1,0,2,0,36,1,0,0,1,12.89,46.9543173273251,3.02146530972409,138.007504225305,-0.7541456686
Oc1cc(Cl)ccc1Cl,163.003,2.699,38.1268,9,1,1,3,0,48,1,0,0,1,20.23,62.8321693254563,3.17167803044092,222.29788705001,-1.9111656018
[Na+].[Na+].[Cu++].[Cu++].N[S](=O)(=O)c1ccc([O-])c(c1)N=Nc2c([O-])c3ccc(Nc4ccc5c([O-])c(N=Nc6cc(ccc6[O-])[S](N)(=O)=O)c(cc5c4)[S]([O-])(=O)=O)cc3cc2[S]([O-])(=O)=O,1026.879,-4.03219999999999,188.8715,61,19,3,29,10,314,6,0,0,6,388.43,411.063012671332,3.20333002096537e-06,3023.76360445455,-2.7104892768
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,426.682,7.62640000000001,125.466,30,4,0,4,21,178,0,0,0,0,52.6,186.412938546846,3.55574663144013,369.8377762183,-3.3290743264
[H+].[Cl-].CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,336.263,-0.881099999999998,83.6496,21,4,2,7,7,120,1,0,0,1,67.59,138.216751763971,0,471.646326067047,-3.2256490876
[As],74.922,-0.3808,5.754,1,0,0,1,0,5,0,0,0,0,0,18.8046939784455,0,0,-2.5735793664
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CC[C@@]45CCC(=O)O5,342.479,4.5941,94.7670000000001,25,3,0,3,0,136,0,4,5,5,43.37,150.120866059922,1.49034032633197,678.759817066982,-4.2250037793
CCC(COC(=O)C(C)=C)(COC(=O)C(C)=C)COC(=O)C(C)=C,338.4,2.7407,90.043,24,6,0,6,10,134,0,0,0,0,78.9,142.699659864671,5.10651254208346,469.634039675694,-4.2262342969
CC(C)c1ccc(O)cc1C,150.221,2.82402,46.9328,11,1,1,1,1,60,1,0,0,1,20.23,67.6854053292794,3.09271975838019,251.049731785983,-2.854511354
COC1CC(C)CCC1C(C)C,170.296,3.0936,52.14,12,1,0,1,2,72,0,1,1,1,9.23,76.4963862477733,2.50118098437202,130.965802203644,-3.9301744515
[Na+].[Na+].[O-]C(=O)c1ccccc1C2=C3C=C(Br)C(=O)C=C3Oc4c2cc(Br)c([O-])c4C5=CC=C[Hg]5,784.717,-1.5144,120.8355,34,5,0,10,3,154,2,0,3,5,93.4,267.478976415185,1.61999910753801e-06,1544.96532007487,-4.5936830655
CC1=CCC2C(C1)C2(C)C,136.238,2.9987,43.752,10,0,0,0,0,56,0,1,2,2,0,63.3224647181563,2.13014422520994,186.214991220041,-4.6704052705
O=C1CCCCCCCCCC\C=C/CC1,222.372,4.8065,69.551,16,1,0,1,0,92,0,0,1,1,17.07,100.314528543712,2.20253187109916,205.480491044495,-4.8831871131
O=[Zn],81.389,-0.1213,0.6865,2,1,0,2,0,8,0,0,0,0,17.07,22.6049613621111,2,2,-4.4481677146
Cc1ccccc1Oc2ccccc2C,198.265,4.09574,62.432,15,1,0,1,2,76,2,0,0,2,9.23,90.3319267838611,2.30218436048156,416.900809080489,-4.8439277143
CC(C)c1cccc2ccccc12,170.255,3.9632,58.037,13,0,0,0,1,66,2,0,0,2,0,79.207893994422,2.75673376206734,407.812753695612,-4.7823935551
CCC(Cc1ccc(C)cc1)(N(C)C)C(=O)c2ccc(cc2)N3CCOCC3,380.532,3.96742,115.3965,28,4,0,4,7,150,2,1,1,3,32.78,168.656706214748,1.84855602156838,777.257376865056,-5.1332331523
COc1ccc(cc1[N+]([O-])=O)C(=O)Nc2ccccc2,272.26,2.8557,74.0436,20,4,1,6,4,102,2,0,0,2,81.47,114.696286790013,2.26568815888163,640.877092546702,-4.9878258088
[O--].[O--].[O--].[Sb+3].[Sb+3],291.517,-1.118,13.5675,5,0,0,5,0,28,0,0,0,0,85.5,64.9518437767354,0,4.85475297227334,-5.0237548039
Nc1nc(N)nc(N)n1.O=C2NC(=O)NC(=O)N2,255.198,-3.6303,61.3683,18,9,6,12,0,96,2,0,0,2,215.31,97.3164547559387,1.79999997597222e-07,569.204459057207,-4.9755135023
[Zn++].[Zn++].[Zn++].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O,386.11,-5.6567,15.213,13,8,0,13,0,64,0,0,0,0,172.5,111.894748056783,-2.666666650625e-08,129.698627616184,-5.1553472856
[O-][N+](=O)c1ccccc1c2ccc(Cl)cc2,233.654,3.9152,63.5424,16,2,0,4,2,80,2,0,0,2,43.14,97.4447392749425,2.55167509114663,522.796899078386,-4.9372094561
CC1CC2=C(CC1(C)C(C)=O)C(C)(C)CCC2,234.383,4.5183,71.8440000000001,17,1,0,1,1,96,0,0,2,2,17.07,105.67363950458,2.4030862204,374.986417357798,-4.9417913147
[Mo].CCCCC(CC)C([O-])=O,239.146,0.9502,38.313,11,2,0,3,5,66,0,0,0,0,40.13,82.6376897726269,0,104.265180476679,-3.4351686053
Nc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,288.561,5.0213,72.4004,17,2,1,5,2,88,2,0,0,2,35.25,113.851731932726,2.3122378354878,507.942159243201,-5.0452642864
CCCCCCOC(=O)CCCCC(=O)OCCCCCC,314.466,4.7938,88.6700000000001,22,4,0,4,15,130,0,0,0,0,52.6,135.493401631673,3.32070384504745,248.260721219285,-5.0826003485
CCCCC(CC)COC(=O)CS[Sn](CCCC)(CCCC)SCC(=O)OCC(CC)CCCC,639.597,9.0144,158.63,35,6,0,7,24,208,0,0,0,0,52.6,226.912942818019,4.94459908067551,487.086667732706,-5.3942867121
[Sr++].Cc1c(Cl)cc(cc1[S](O)(=O)=O)N=Nc2c([O-])c(cc3ccccc23)C([O-])=O,506.434,2.52002,103.6581,29,7,1,11,4,144,3,0,0,3,142.28,207.416711556729,2.99999686700336e-06,1260.93130097486,-5.3065828462
CC1CCC(CC2=C1CCC2C)C(C)(C)OC(C)=O,264.409,4.4908,77.7740000000001,19,2,0,2,2,108,0,0,2,2,26.3,117.152126848483,2.19263262510297,392.066245475885,-5.0226025122
CCCCC(CC)CCCCCC(C)CCCC(O)=O,284.484,6.04430000000001,87.0418000000001,20,1,1,2,14,120,0,0,0,0,37.3,125.899022824812,3.42831104491214,225.458111906401,-5.0561178371
CC(C)CCCC(C)CCCC(C)(O)C#C,224.388,4.0033,71.1608000000001,16,1,1,1,8,94,0,0,0,0,20.23,101.641899773437,3.51698182519572,209.965066096161,-4.953059619
[Gd],157.25,0,0,1,0,0,1,0,8,0,0,0,0,0,39.5539584112394,0,0,-4.7986506454
FC(F)=C(F)OC(F)(F)C(F)(F)F,216.027,3.1932,22.437,13,1,0,9,2,78,0,0,0,0,9.23,65.5823027917519,4.6289023668455,210.674141366123,-4.9542967929
CC(=C)CC(C)(C)C,112.216,2.9987,38.886,8,0,0,0,1,48,0,0,0,0,0,52.6042427964215,3.55125292436693,82.7016576673415,-4.688326948
CC(=C)CC(C)(C)C.N(c1ccccc1)c2ccccc2,281.443,6.42890000000001,95.0527000000001,21,1,1,1,3,112,2,0,0,2,12.03,129.274124545687,2.40288453819467e-07,483.269801979637,-5.0876626154
[Na+].[Mg++].[Al+3].[O-][Si]([O-])=O.[O-][Si]([O-])=O.[O-][Si]([O-])=O,302.526,-12.3904,30.8295,15,9,0,15,0,72,0,0,0,0,189.57,138.06150801647,-1.84090908533058e-08,122.907121457926,-5.1305146868
CC(C)(C)OOC(C)(C)C#CC(C)(C)OOC(C)(C)C,286.412,4.0404,79.7800000000001,20,4,0,4,4,118,0,0,0,0,36.92,123.525379685142,4.5971346167827,324.653898439145,-5.1145685291
